Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2532,534201130,80,RL,9750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5.0,1967.0,1967,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400.0,Rec,0.0,100.0,980.0,GasA,Gd,Y,SBrkr,980.0,0.0,0,980.0,0.0,0.0,2.0,0,3.0,1,TA,6,Typ,0.0,1.0,384.0,Y,68,0,0,0,0,0,0,10,2006,WD ,Normal,135500
2533,534201230,20,RL,9600.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5.0,1968.0,1968,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,758.0,Unf,0.0,293.0,1051.0,GasA,Gd,Y,SBrkr,1051.0,0.0,0,1051.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,2.0,504.0,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,142000
2534,534201250,60,RL,8640.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,5.0,1968.0,1968,Gable,CompShg,HdBoard,HdBoard,300.0,TA,TA,CBlock,Gd,Fa,Mn,ALQ,361.0,Rec,0.0,56.0,900.0,GasA,Ex,Y,SBrkr,884.0,886.0,0,1770.0,1.0,0.0,1.0,1,4.0,1,TA,7,Typ,0.0,2.0,530.0,Y,0,60,0,0,0,0,0,6,2006,WD ,Normal,155000
2535,534201260,20,RL,9360.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7.0,1968.0,2004,Hip,CompShg,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,TA,Av,ALQ,760.0,Unf,0.0,216.0,976.0,GasA,TA,Y,SBrkr,976.0,0.0,0,976.0,1.0,0.0,1.0,0,2.0,1,Gd,4,Typ,1.0,2.0,504.0,Y,94,0,0,0,0,0,0,8,2006,WD ,Abnorml,157500
2536,534201280,20,RL,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5.0,1968.0,1968,Hip,CompShg,HdBoard,HdBoard,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016.0,Unf,0.0,36.0,1052.0,GasA,Gd,Y,SBrkr,1052.0,0.0,0,1052.0,1.0,0.0,1.0,1,3.0,1,TA,5,Typ,0.0,1.0,288.0,Y,356,0,0,0,0,0,0,11,2006,WD ,Normal,138500
2537,534201300,85,RL,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6.0,1968.0,1968,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,744.0,Unf,0.0,89.0,833.0,GasA,Gd,Y,SBrkr,898.0,0.0,0,898.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,1.0,326.0,Y,143,0,0,0,0,0,0,8,2006,WD ,Normal,140000
2538,534202020,20,RL,9759.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1966.0,1966,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,BLQ,799.0,Unf,0.0,252.0,1051.0,GasA,TA,Y,SBrkr,1051.0,0.0,0,1051.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,1.0,264.0,Y,182,88,0,0,0,0,0,3,2006,WD ,Normal,124400
2539,534202180,80,RL,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7.0,1967.0,1967,Gable,CompShg,MetalSd,MetalSd,140.0,TA,TA,PConc,TA,TA,Av,ALQ,602.0,Rec,0.0,137.0,1141.0,GasA,Gd,Y,SBrkr,1141.0,0.0,0,1141.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,1.0,568.0,Y,0,78,0,0,0,0,0,7,2006,WD ,Normal,158000
2540,534226060,20,RL,9230.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,7.5,1965.0,1998,Hip,CompShg,MetalSd,MetalSd,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200.0,0.0,0,1200.0,1.0,0.0,1.0,1,1.0,1,Gd,6,Typ,0.0,2.0,884.0,Y,0,64,0,0,0,0,0,10,2006,WD ,Normal,146000
2541,534250300,60,RL,14803.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5.0,1971.0,1971,Gable,CompShg,HdBoard,HdBoard,252.0,TA,TA,CBlock,TA,TA,No,Rec,416.0,Unf,0.0,409.0,825.0,GasA,Gd,Y,SBrkr,1097.0,896.0,0,1993.0,0.0,0.0,2.0,1,4.0,1,TA,8,Typ,1.0,2.0,495.0,Y,0,66,0,0,0,0,0,6,2006,WD ,Normal,190000
2542,534275010,20,RL,10659.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1961.0,1961,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,915.0,Unf,0.0,135.0,1050.0,GasA,TA,Y,SBrkr,1050.0,0.0,0,1050.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,1.0,368.0,Y,0,175,0,0,0,0,0,1,2006,COD,Normal,136500
2543,534276010,20,RL,9100.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5.0,1958.0,1958,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,521.0,LwQ,0.0,169.0,864.0,GasA,TA,Y,SBrkr,864.0,0.0,0,864.0,1.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,2.0,624.0,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,129900
2544,534276230,90,RL,8393.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5.0,1959.0,2005,Gable,CompShg,MetalSd,MetalSd,122.0,TA,TA,CBlock,TA,TA,No,LwQ,528.0,Unf,0.0,1098.0,1626.0,GasA,Ex,Y,SBrkr,1712.0,0.0,0,1712.0,0.0,0.0,2.0,0,4.0,1,TA,8,Typ,0.0,2.0,588.0,Y,272,54,0,0,0,0,0,6,2006,WD ,Family,145000
2545,534400120,145,RL,8800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,7.0,1965.0,2000,Hip,CompShg,BrkFace,VinylSd,0.0,TA,Gd,PConc,TA,TA,Mn,ALQ,901.0,BLQ,0.0,34.0,1187.0,GasA,Ex,Y,SBrkr,1565.0,0.0,0,1565.0,1.0,0.0,2.0,0,3.0,1,Gd,7,Min1,2.0,1.0,299.0,Y,200,25,0,0,0,0,0,6,2006,WD ,Abnorml,185900
2546,534403280,20,RL,8800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1964.0,1964,Hip,CompShg,HdBoard,HdBoard,406.875,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,TA,Y,SBrkr,1251.0,0.0,0,1251.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,2.0,1.0,461.0,Y,0,116,0,0,0,0,0,3,2006,WD ,Normal,160000
2547,534403400,20,RL,10368.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1964.0,1964,Hip,CompShg,HdBoard,HdBoard,112.0,TA,TA,CBlock,TA,TA,No,ALQ,260.0,LwQ,0.0,0.0,1008.0,GasA,Ex,Y,SBrkr,1488.0,0.0,0,1488.0,1.0,0.0,1.0,1,3.0,1,TA,7,Typ,1.0,2.0,430.0,Y,154,60,0,0,0,0,0,4,2006,WD ,Normal,167000
2548,534403440,60,RL,9350.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6.0,1964.0,1964,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,360.0,Unf,0.0,360.0,720.0,GasA,Gd,Y,SBrkr,720.0,720.0,0,1440.0,0.0,0.0,1.0,1,4.0,1,TA,7,Typ,1.0,2.0,480.0,Y,0,32,0,0,0,0,0,7,2006,WD ,Normal,157500
2549,534427090,145,RL,10382.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,SLvl,6,5.0,1958.0,1958,Hip,CompShg,HdBoard,HdBoard,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,513.0,Unf,0.0,75.0,588.0,GasA,TA,Y,SBrkr,1095.0,0.0,0,1095.0,1.0,0.0,1.0,0,2.0,1,TA,6,Typ,0.0,1.0,264.0,Y,0,0,0,0,0,0,0,3,2006,ConLD,Normal,140000
2550,534428060,20,RL,8973.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1958.0,1991,Gable,CompShg,Plywood,Plywood,85.0,TA,TA,CBlock,TA,TA,No,Rec,567.0,BLQ,0.0,413.0,1008.0,GasA,TA,Y,FuseA,1053.0,0.0,0,1053.0,0.0,0.0,1.0,1,3.0,1,Ex,6,Typ,0.0,2.0,750.0,Y,0,80,0,0,0,0,0,7,2006,WD ,Abnorml,150000
2551,534429130,20,RL,10800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1960.0,1960,Hip,CompShg,Wd Sdng,Wd Sdng,88.0,TA,TA,CBlock,TA,TA,No,ALQ,632.0,Unf,0.0,616.0,1248.0,GasA,Ex,Y,SBrkr,1248.0,0.0,0,1248.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,1.0,286.0,Y,0,0,0,0,0,0,0,5,2006,WD ,Normal,151500
2552,534430050,30,RL,8550.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.5,1934.0,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,574.0,Unf,0.0,242.0,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,0,816.0,1.0,0.0,1.0,0,2.0,1,TA,4,Typ,1.0,1.0,240.0,Y,228,0,0,0,0,0,0,7,2006,WD ,Normal,129800
2553,534430110,20,RL,11425.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1954.0,1954,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,522.0,1008.0,GasA,Gd,Y,SBrkr,1008.0,0.0,0,1008.0,0.0,0.0,1.0,0,2.0,1,TA,4,Typ,1.0,1.0,275.0,Y,0,0,0,0,0,0,0,7,2006,WD ,Normal,137000
2554,534431030,20,RL,9724.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1947.0,1950,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,938.0,938.0,GasA,Ex,Y,SBrkr,1043.0,0.0,0,1043.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,1.0,1.0,273.0,Y,125,48,0,0,0,0,0,5,2006,WD ,Normal,137000
2555,534451050,50,RL,4712.0,Pave,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,1Fam,1.5Fin,4,7.0,1946.0,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384.0,Unf,0.0,363.0,747.0,GasA,TA,Y,SBrkr,774.0,456.0,0,1230.0,1.0,0.0,1.0,1,3.0,1,TA,5,Typ,0.0,1.0,305.0,Y,0,57,0,0,0,0,0,8,2006,WD ,Abnorml,121600
2556,534451120,30,RL,5900.0,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7.0,1923.0,1958,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,440.0,440.0,GasA,TA,Y,FuseA,869.0,0.0,0,869.0,0.0,0.0,1.0,0,2.0,1,Fa,4,Typ,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,8,2006,WD ,Normal,85500
2557,534451130,30,RL,5825.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,5.0,1926.0,1953,Gable,CompShg,MetalSd,MetalSd,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Gd,Y,SBrkr,747.0,0.0,0,747.0,0.0,0.0,1.0,0,1.0,1,TA,5,Typ,0.0,2.0,528.0,Y,0,0,0,0,0,0,0,6,2006,WD ,Normal,79900
2558,534453150,50,RL,7438.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,7.5,1908.0,1991,Gable,CompShg,AsbShng,Plywood,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Gd,Y,SBrkr,936.0,316.0,0,1252.0,0.0,0.0,1.0,0,3.0,1,TA,5,Typ,0.0,2.0,576.0,Y,104,0,0,0,0,0,0,6,2006,WD ,Normal,127000
2559,534455080,20,RL,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1961.0,1990,Gable,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,915.0,Unf,0.0,336.0,1251.0,GasA,TA,Y,SBrkr,1433.0,0.0,0,1433.0,1.0,0.0,1.0,0,3.0,1,TA,7,Min1,1.0,2.0,441.0,Y,144,0,0,0,0,0,0,6,2006,WD ,Normal,161000
2560,534475160,20,RL,10858.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6.0,1952.0,1952,Gable,CompShg,Wd Sdng,Plywood,150.0,TA,Gd,CBlock,TA,TA,Mn,LwQ,40.0,Unf,0.0,1404.0,1444.0,GasA,Ex,Y,SBrkr,1624.0,0.0,0,1624.0,1.0,0.0,1.0,0,2.0,1,TA,6,Min1,1.0,1.0,240.0,Y,0,40,0,0,0,0,0,7,2006,WD ,Partial,146500
2561,534476100,20,RL,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1951.0,1951,Gable,CompShg,HdBoard,HdBoard,144.0,TA,TA,CBlock,TA,TA,No,ALQ,996.0,Unf,0.0,60.0,1056.0,GasA,Ex,Y,FuseA,1216.0,0.0,0,1216.0,1.0,0.0,1.0,0,3.0,1,TA,7,Typ,0.0,1.0,280.0,Y,0,0,0,0,0,0,0,5,2006,WD ,Normal,135000
2562,534477030,20,RL,10680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.5,1951.0,1951,Hip,CompShg,Wd Sdng,Wd Sdng,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756.0,Unf,0.0,1380.0,2064.25,GasA,TA,N,FuseA,2136.0,0.0,0,2136.0,0.0,0.0,2.0,0,4.0,1,TA,7,Mod,0.0,2.0,528.0,Y,0,30,0,0,0,0,0,10,2006,WD ,Normal,137900
2563,534479130,50,RL,9490.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7.0,1941.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Rec,0.0,238.0,806.0,GasA,TA,Y,FuseA,958.0,620.0,0,1578.0,1.0,0.0,1.0,0,3.0,1,Fa,5,Typ,2.0,1.0,240.0,Y,0,0,0,0,0,0,0,8,2006,WD ,Normal,133000
2564,534479240,60,RL,9462.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,5,6.0,1949.0,1973,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,704.0,704.0,GasA,Gd,Y,FuseA,1024.0,704.0,0,1728.0,0.0,0.0,1.0,1,3.0,1,TA,7,Min1,1.0,1.0,234.0,Y,245,60,0,0,0,0,0,7,2006,WD ,Normal,137000
2565,534479300,20,RL,9888.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1954.0,1975,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,486.0,Unf,0.0,450.0,936.0,GasA,TA,Y,FuseA,936.0,0.0,0,936.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,1.0,240.0,Y,0,0,0,0,0,0,0,3,2006,WD ,Normal,121000
2566,535101110,90,RL,8917.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5.0,1967.0,1967,Gable,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584.0,1584.0,GasA,TA,Y,SBrkr,1584.0,0.0,0,1584.0,0.0,0.0,2.0,0,4.0,1,TA,8,Typ,0.0,2.0,506.0,Y,0,0,0,0,0,0,0,10,2006,WD ,Normal,119000
2567,535103070,80,RL,12700.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5.0,1964.0,1964,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,939.0,Unf,0.0,307.0,1246.0,GasA,TA,Y,SBrkr,1246.0,0.0,0,1246.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,2.0,2.0,441.0,Y,0,69,0,0,0,0,0,11,2006,WD ,Normal,172000
2568,535105160,20,RL,8500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3.5,1961.0,1961,Hip,CompShg,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,TA,No,Rec,600.0,Unf,0.0,635.0,1235.0,GasA,TA,Y,SBrkr,1235.0,0.0,0,1235.0,0.0,0.0,1.0,0,2.0,1,TA,6,Typ,0.0,2.0,480.0,Y,0,0,0,0,0,0,0,12,2006,WD ,Abnorml,98600
2569,535125060,60,RL,14200.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6.0,1966.0,1966,Gable,CompShg,MetalSd,MetalSd,309.0,TA,TA,CBlock,TA,TA,No,Rec,445.0,Unf,0.0,479.0,924.0,GasA,Ex,Y,SBrkr,1216.0,941.0,0,2157.0,0.0,0.0,2.0,1,4.0,1,Gd,8,Typ,2.0,2.0,487.0,Y,105,66,0,0,0,0,0,5,2006,WD ,Normal,226000
2570,535150240,20,RL,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1954.0,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812.0,Unf,0.0,124.0,936.0,GasA,TA,Y,SBrkr,1128.0,0.0,0,1128.0,0.0,0.0,1.0,0,2.0,1,TA,5,Min1,0.0,1.0,286.0,Y,0,0,0,0,0,0,0,6,2006,WD ,Family,118000
2571,535150300,75,RL,17727.75,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4.0,1918.0,1990,Gable,CompShg,Stucco,Stucco,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036.0,LwQ,0.0,140.0,1360.0,GasA,Gd,Y,SBrkr,1360.0,1360.0,0,2667.875,1.0,0.0,2.0,0,4.0,1,Gd,8,Typ,1.0,2.0,795.0,Y,0,16,0,0,0,0,0,3,2006,WD ,Abnorml,235000
2572,535151080,20,RL,9723.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.0,1963.0,1963,Hip,CompShg,MetalSd,MetalSd,332.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,TA,Y,SBrkr,1008.0,0.0,0,1008.0,0.0,0.0,1.0,0,2.0,1,TA,5,Typ,0.0,2.0,430.0,Y,0,0,0,0,0,0,0,10,2006,WD ,Normal,135000
2573,535151130,90,RL,7728.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6.0,1962.0,1962,Hip,CompShg,Wd Sdng,Wd Sdng,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,0.0,303.0,1106.0,GasA,TA,Y,SBrkr,1190.0,0.0,0,1190.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,0.0,2.0,540.0,Y,0,18,0,0,0,0,0,5,2006,WD ,Normal,132500
2574,535152070,80,RL,8163.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6.0,1959.0,1959,Gable,CompShg,HdBoard,HdBoard,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,748.0,BLQ,0.0,102.0,1144.0,GasA,TA,Y,SBrkr,1144.0,0.0,0,1144.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,1.0,1.0,796.0,Y,86,0,0,0,0,0,0,3,2006,WD ,Normal,143000
2575,535152280,20,RL,8400.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5.0,1957.0,1957,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,623.0,Unf,0.0,556.0,1179.0,GasA,Gd,Y,SBrkr,1364.0,0.0,0,1364.0,0.0,0.0,1.0,1,3.0,1,TA,6,Typ,1.0,1.0,331.0,Y,0,60,0,0,0,0,0,3,2006,WD ,Normal,132000
2576,535176050,20,RL,11600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1960.0,1960,Hip,CompShg,Wd Sdng,Wd Sdng,175.0,TA,TA,CBlock,TA,TA,No,Rec,565.0,Unf,0.0,818.0,1383.0,GasA,TA,Y,SBrkr,1383.0,0.0,0,1383.0,0.0,0.0,1.0,1,3.0,1,TA,7,Typ,0.0,1.0,292.0,Y,0,45,0,0,0,0,0,4,2006,WD ,Normal,145250
2577,535177100,20,RL,9610.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6.0,1958.0,1958,Hip,CompShg,Wd Sdng,Wd Sdng,406.875,TA,TA,CBlock,TA,TA,No,Rec,203.0,Unf,0.0,918.0,1121.0,GasA,Ex,Y,FuseA,1336.0,0.0,0,1336.0,0.0,0.0,1.0,1,3.0,1,TA,7,Typ,1.0,2.0,488.0,Y,80,0,0,0,0,0,0,12,2006,WD ,Normal,162000
2578,535178100,80,RL,10000.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6.0,1956.0,1956,Hip,CompShg,Wd Sdng,Wd Sdng,272.0,TA,TA,CBlock,TA,TA,Av,BLQ,678.0,Rec,0.0,99.0,1058.0,GasA,Ex,Y,SBrkr,1370.0,0.0,0,1370.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,1.0,1.0,300.0,Y,191,0,0,0,0,0,0,2,2006,WD ,Normal,148000
2579,535179050,20,RL,14850.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5.0,1957.0,1957,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0.0,197.0,1092.0,GasA,TA,Y,FuseA,1092.0,0.0,0,1092.0,1.0,0.0,1.0,0,2.0,1,TA,6,Typ,1.0,1.0,299.0,Y,268,0,0,0,0,0,0,5,2006,WD ,Normal,141000
2580,535180020,20,RL,10152.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6.0,1956.0,1994,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,914.0,Unf,0.0,210.0,1124.0,GasA,Ex,Y,SBrkr,1124.0,0.0,0,1124.0,1.0,0.0,1.0,0,3.0,1,TA,6,Typ,1.0,1.0,353.0,Y,0,175,0,0,0,0,0,5,2006,WD ,Normal,153000
2581,535180070,20,RL,10011.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6.0,1957.0,1996,Gable,CompShg,HdBoard,HdBoard,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360.0,Unf,0.0,710.0,1070.0,GasA,TA,Y,SBrkr,1236.0,0.0,0,1236.0,0.0,0.0,1.0,0,2.0,1,Gd,6,Min1,1.0,1.0,447.0,Y,0,0,0,0,0,0,0,5,2006,WD ,Normal,134450
2582,535301010,90,RL,7032.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5.0,1979.0,1979,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943.0,Unf,0.0,0.0,943.0,GasA,TA,Y,SBrkr,943.0,0.0,0,943.0,1.0,0.0,1.0,0,2.0,1,TA,4,Typ,2.0,2.0,600.0,Y,42,0,0,0,0,0,0,12,2006,WD ,Normal,135960
2583,535301150,20,RL,8092.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7.5,1954.0,2000,Hip,CompShg,Wd Sdng,Wd Sdng,176.0,TA,Gd,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,226.0,1050.0,GasA,Ex,Y,SBrkr,1050.0,0.0,0,1050.0,1.0,0.0,1.0,0,3.0,1,Gd,6,Typ,0.0,1.0,286.0,Y,0,0,0,0,0,0,0,6,2006,WD ,Abnorml,156000
